step,pain,instability,need_for_control,cognitive_load,neurochem_balance,fatigue,env_stress,reg_relief,nut_support,temperature,confinement,social_contact,noise_level,light_level,breathing,cognitive_override,pharmacology,meditation,exercise,glucose_level,tryptophan,tyrosine,hydration,vitamin_b12,motive,ability,dispersion
73,0.14187766748837857,0.054566754346882816,0.2556290835754901,0.015270778965082499,0.9124758730605096,0.0691743162412995,0.25975018396176186,0.27,0.7949999999999999,22.743668935923424,0.2003323724521881,0.7661199299802006,0.2554440743964975,0.49394027793397777,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.11613114895551178,0.5403073877303862,0.5392427846657734
74,0.12620777740203512,0.06091226152936313,0.25307154045621016,0.02866464154579961,0.9285991928179322,0.07912450413543819,0.25571969118868376,0.27,0.7949999999999999,22.752246990244842,0.1853722282010587,0.761725368923957,0.2592342902276877,0.48355263774194107,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.11125037637325881,0.543342742204163,0.5415308692967822
75,0.13554462938360579,0.06059060424606665,0.25096269281159406,0.027701366286659916,0.9046894514344193,0.07609759513038827,0.24980638043882464,0.27,0.7949999999999999,22.754840826205932,0.18555739502665047,0.7721361738336606,0.2568077509770048,0.4663650089744469,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.11449093157283448,0.5354556841005119,0.5404173887927161
76,0.12916233547215863,0.05186887957027171,0.2537536573940862,0.028779239228219178,0.9292294513637556,0.0685417581021535,0.24994676837210314,0.27,0.7949999999999999,22.7610352769724,0.19223080481108387,0.7733041719174988,0.2537012756591356,0.462457645369939,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.1112818158960153,0.5463226670024521,0.5368973056982549
77,0.12980953888674324,0.05786479053317302,0.24909114998651222,0.03109167988592569,0.9282245602668548,0.08248414696923065,0.24883054495817764,0.27,0.7949999999999999,22.738067429512522,0.17561655371324975,0.7658841667273433,0.25414662226233425,0.4717886770319892,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10867041884331399,0.5419631626213597,0.5382579058330237
78,0.11788271711706619,0.054214214988968,0.2550596484701388,0.020411749458480722,0.9380066187133035,0.08176679210626657,0.2536123837163565,0.27,0.7949999999999999,22.741985806685943,0.18013747934521673,0.7612651899837153,0.2650079446715047,0.47422355662745247,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10532458896165958,0.5491936798604832,0.5375363383353396
79,0.1293047964105772,0.05247161387190685,0.25408427085865903,0.019376475195626575,0.9264466260013057,0.08025627369754036,0.25387492661589756,0.27,0.7949999999999999,22.725787230036076,0.16831952766648153,0.7581361090799635,0.27921449642011564,0.47439045352807696,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10990522048408108,0.5437483093724518,0.5378723879907092
80,0.13922237735650692,0.06057355949430057,0.2685665319817451,0.03712953388457484,0.9138968355597822,0.0767458647972635,0.2589533438380056,0.27,0.7949999999999999,22.73809320741025,0.18332936812043726,0.7566829989549231,0.27503874247341964,0.482666109872588,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.12223657961412261,0.5401614950073761,0.5418037063696441
81,0.12190472362815052,0.05227251640073081,0.2577237331329505,0.02808388631968976,0.9130048537914682,0.07639551339923496,0.2516833368945691,0.27,0.7949999999999999,22.735643530644364,0.17942860538252434,0.7737960642968912,0.2743656023709853,0.46919258073921405,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.11358116431389488,0.5409038061027879,0.5392447970011154
82,0.11932393904367523,0.058923358252905886,0.2544811038195495,0.02901569847561339,0.9245498015437258,0.07254203623245728,0.2473534571652634,0.27,0.7949999999999999,22.723255638549862,0.16646008951252056,0.7824776680075454,0.2805117564743795,0.46737321709571933,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10958720042822287,0.5455262274703899,0.5394617852367405
83,0.12105877022809343,0.06413183030755243,0.2558286494889578,0.03095655529204676,0.9188806249686108,0.06173905038814055,0.24771178707621494,0.27,0.7949999999999999,22.71706634742405,0.16411351161292867,0.7642505844235037,0.2699498769984392,0.4649744478903737,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.11162118101989894,0.5462287012688556,0.5402931054742142
84,0.12317868311079534,0.05197117513856982,0.25625690293207126,0.034440960472741415,0.9168046178751982,0.08043452428800639,0.2494898946940972,0.27,0.7949999999999999,22.70256474116796,0.18126886313784896,0.7611920719263965,0.2639643102487774,0.45661674137359703,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.11125070015292002,0.541248124336137,0.536759400250021
85,0.11568587634850798,0.05675611880735999,0.2523327077541081,0.02308127056850762,0.9284456578870058,0.08772684202679197,0.23509972012449323,0.27,0.7949999999999999,22.708414330075847,0.15405551444999538,0.7734899020649206,0.2595998666127671,0.4348329891304888,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10459311850111316,0.5445926959228419,0.5381580853564382
86,0.13241514433701318,0.04276506825486062,0.2485577517751825,0.019853696085875623,0.9333285387050495,0.06954295514256367,0.2315179264138652,0.27,0.7949999999999999,22.718025426374155,0.13639206293840966,0.7730248950800587,0.2653334158916531,0.43196380777698096,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10523607178339141,0.548193075634473,0.530705239678875
87,0.13004305766507518,0.019086259796307684,0.24927399403382544,0.030203100101123412,0.9082286975560601,0.06904197829073076,0.22798079907957453,0.27,0.7949999999999999,22.699783031109764,0.1391927218953908,0.7803599172099284,0.27055562509136505,0.4144863699250931,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10832692307533111,0.5405862402803115,0.5229568626250479
88,0.1305889820192676,0.03457181548345985,0.25456461794400587,0.007686317903066599,0.9418971902942913,0.06694068398273358,0.23237195035455724,0.27,0.7949999999999999,22.695903092606496,0.13996375058990415,0.7485404518040202,0.25928023306309345,0.41527376167326424,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10332174416651188,0.5546805505845978,0.5274241662553534
89,0.12136905662117714,0.04857061876086966,0.2657703269764677,0.006048447475160364,0.9156649477491671,0.06474919028664228,0.22869648073043028,0.27,0.7949999999999999,22.697030406689148,0.1384583213296115,0.7417052864704283,0.23881171968267573,0.41231290819258914,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10879167576413018,0.5505068321013891,0.5336226083968191
90,0.12079477932311808,0.060411206486609956,0.25928503606562087,0.024100325086914537,0.9147680083655539,0.09561531054088687,0.22868531446403945,0.27,0.7949999999999999,22.715460124216957,0.13673131975272412,0.7430028186669662,0.24520121247943974,0.4077112679478347,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10515975275971509,0.5414809653765148,0.5357911616986311
91,0.12804646675966153,0.07771639641146988,0.27098657356320976,0.023147504665332,0.9138596944048204,0.0825559652283096,0.218941572035261,0.27,0.7949999999999999,22.723502354955958,0.11316343633405934,0.7441183421068596,0.24367978119943962,0.39038566960750437,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.11262151972855478,0.5450276035535702,0.5421506391725698
92,0.11476578752182374,0.061113790433003023,0.2756378043510584,0.024473512532694846,0.929069539998983,0.07152303504059247,0.21929036759156087,0.27,0.7949999999999999,22.75476363142189,0.12609968526058987,0.7302594015644002,0.2374002146500846,0.3656446005469671,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10882081479432366,0.5554745204719416,0.535686231972059
93,0.1040439511271728,0.0648573193522991,0.27065020616592184,0.024231090656567075,0.9284633099801017,0.05621408319110862,0.21854095871754126,0.27,0.7949999999999999,22.770359157443373,0.11865646440151262,0.7286591021545956,0.23547529811651505,0.370161590847601,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10595492323608205,0.5590469066892265,0.5363802899405941
94,0.1023715400709101,0.061973036175646846,0.2672133404296539,0.01679110451367003,0.9161333630641745,0.06441015374495566,0.2199365609234906,0.27,0.7949999999999999,22.775657665277393,0.1259556794241137,0.7134019771764761,0.23527700030804505,0.35249313649396996,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.1034136876582371,0.5541431892869355,0.5350214366391677
95,0.10448818831307541,0.07440087966810527,0.2526278450407128,0.0,0.9196657661992774,0.06429290739176856,0.22057035284584037,0.27,0.7949999999999999,22.772804178338628,0.13008303591976747,0.7134901439438713,0.23940461389185283,0.34671313377688096,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.09575910546450109,0.5536470708224386,0.5375703605892009
96,0.10289915432060616,0.05189340377865351,0.24435886385410638,0.01632617814602026,0.90589016511571,0.06692473918402275,0.21382083262942705,0.27,0.7949999999999999,22.772203496762042,0.1202246146196325,0.7231558796911525,0.23441482962570043,0.33999663897136795,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.09572438304927874,0.5458666192546462,0.5301179780881746
97,0.10354116027167289,0.04065952336102832,0.25312746223460103,0.022741953559841474,0.9296314438968155,0.05710611421605979,0.22232471311178073,0.27,0.7949999999999999,22.789635024175816,0.11772507342416445,0.6988042955476355,0.2470147908538535,0.3471636638570961,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.09763015389430968,0.5566523377050635,0.526274769757654
98,0.10870835311170932,0.04509315941659299,0.2524298279215988,0.0307258789884204,0.9195698479619699,0.07379164105241151,0.2232481021434026,0.27,0.7949999999999999,22.783525353766326,0.13370745985690444,0.7116483780874264,0.25402845888672443,0.33816763664203087,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10088197176476503,0.5477349179601606,0.5292358732394938
99,0.10257938682629947,0.05821079226748181,0.2610404212932853,0.024984333880144524,0.9335378864592312,0.06381537527639353,0.22311508555561338,0.27,0.7949999999999999,22.75688158412207,0.14225517987895211,0.6999619027341086,0.23951035636677814,0.33198086068602606,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10162544683916215,0.5569974671539147,0.5342169002382534
100,0.10388498416855063,0.06136582379713349,0.2673957679279966,0.02855263893073677,0.9179251991769765,0.060646787597348456,0.22963560694486418,0.27,0.7949999999999999,22.741429351189424,0.15112908108470258,0.6940711970973346,0.2514948819234633,0.3369679303132393,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10673617729319324,0.5536067906485831,0.5357723410430624
101,0.1286051669967485,0.040234478583150546,0.2674085832675073,0.03336487711463826,0.9186586824227289,0.061708152785225484,0.22336642304637888,0.27,0.7949999999999999,22.742568784375017,0.1430538821585064,0.6895878557513999,0.2435916855116802,0.3190361641406672,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.11476744747445783,0.5487756438592598,0.5307383232906687
102,0.129089248820546,0.04591122590943526,0.2585562398281679,0.011353580762519851,0.9190862661471918,0.08100100521546125,0.2186406727447533,0.27,0.7949999999999999,22.76214783964751,0.12933779173524307,0.6867138715050712,0.24511586667352803,0.3064411929170984,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10500383533179444,0.5461222553667282,0.5303022763649231
103,0.11434429147084983,0.04702440847021451,0.25298211418698185,0.0034404207064990793,0.9209040945853972,0.07565194166374925,0.21835282375453544,0.27,0.7949999999999999,22.744708057167955,0.11810298477485655,0.6760347429029502,0.23378458035981728,0.32122359534504336,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.09736039816849669,0.5501239526125032,0.5291336685087131
104,0.10853879103499382,0.04680210349006379,0.25347234117073403,0.004633603894225475,0.9220338640782314,0.06186417357241146,0.21888637563637953,0.27,0.7949999999999999,22.752751294071306,0.11348721702938996,0.6806511839767592,0.2216958254071087,0.34566247723357146,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.09748979007445392,0.5540975084617265,0.5290584299149996
105,0.1179593836595038,0.06282689018759043,0.25798560490173483,0.017709081140204593,0.9291061448829301,0.06685214935787698,0.22591048417882337,0.27,0.7949999999999999,22.76539566524467,0.1297948516410529,0.6635317200775966,0.21630370060500398,0.34756475510648455,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.1024708798412785,0.553329573392808,0.5344239026737265
106,0.12584123430723534,0.04751813121531004,0.25895500658640347,0.02484742312413328,0.9095439304947287,0.05254523000328819,0.22125025859056136,0.27,0.7949999999999999,22.75245611409898,0.13143994231560271,0.6789504024701718,0.21271581458790353,0.34234604295691096,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.11067845175158318,0.5479110817314758,0.531333036858998
107,0.12360069735736903,0.052208470564854274,0.25406990854270123,0.004861097317831072,0.9083760684104265,0.06903825366104152,0.2201104155523675,0.27,0.7949999999999999,22.733895780411554,0.15305168173570236,0.6666427400421834,0.18073819308954994,0.33092614175883184,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10275267054062616,0.5461112856427969,0.5313195837418386
108,0.11263428515924931,0.030775267321917925,0.2507288211495136,0.02181809997462126,0.923018298972141,0.08075626872543683,0.21793960485861036,0.27,0.7949999999999999,22.73251596168325,0.16453618152521374,0.6712258531736566,0.162603221749025,0.32855528216388163,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.09836701614231233,0.5475617933777642,0.5243275454220002
109,0.11389014973211968,0.05034942229197671,0.24559045402622826,0.021528804941300442,0.9301998814055358,0.09046527659092486,0.21973698183578882,0.27,0.7949999999999999,22.75717666963034,0.15503693497680784,0.6680030341551559,0.16319977796287802,0.3434390380575574,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.09444388968023647,0.5467968588306346,0.5292517930619378
110,0.11199471111505789,0.050382880627734064,0.25103168584347835,0.027391157332241307,0.934301034997071,0.08572647058261582,0.21421555420764718,0.27,0.7949999999999999,22.717843178422843,0.14239140885947413,0.6535547621892219,0.15964454260018446,0.32418745144093186,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.09746382002463741,0.5495889072169602,0.5301654291398257
111,0.11161068525028281,0.05737446125583866,0.2586354336248688,0.030292169998798753,0.934463061561144,0.0696136857111386,0.210990490295906,0.27,0.7949999999999999,22.69292654155114,0.14539030317243667,0.6557096844820173,0.13901176692090103,0.32928141768937547,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10127644980552761,0.5546710645573464,0.5319189925807679
112,0.1330731237465656,0.06347558822499917,0.25885803948819885,0.02975509851262081,0.9279951181437315,0.06849098121913164,0.20612100726124208,0.27,0.7949999999999999,22.696233595868062,0.13216515215080135,0.6488837330450171,0.14217385478417846,0.311188034740092,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10676147774084938,0.5501550337086656,0.5331265784755008
113,0.11765977983731357,0.06433527079774483,0.2582044924411436,0.040210690025703336,0.9264662017522004,0.08142568871787123,0.20225704866298624,0.27,0.7949999999999999,22.66029290957489,0.1471347076935728,0.660085085969518,0.1194664354487595,0.31020987963092095,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10210950688790918,0.5487365590875364,0.5323452319356861
114,0.1393871686588539,0.040698581403019074,0.2546178911871148,0.024750004106155188,0.9214916926698051,0.08096633102348869,0.20448648699818417,0.27,0.7949999999999999,22.685190176617567,0.1501890233681194,0.6454007787962524,0.1122242245310804,0.30791856959190633,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.1035949966835377,0.5453105092903181,0.5241227732722146
115,0.13436019393079018,0.05704462610437215,0.25830221861549885,0.03686059114330476,0.914062523961205,0.07658583205061303,0.19557621165367595,0.27,0.7949999999999999,22.657249489355564,0.1541737633891243,0.6621689999208569,0.10657486827387819,0.28324865536034105,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10721734493169623,0.5439957268639953,0.5298409070924984
116,0.13604603591266676,0.030117328089620893,0.254626171043549,0.02888978024200749,0.9219192668920372,0.07051040494968094,0.2021442929936194,0.27,0.7949999999999999,22.66393087941835,0.15615491024424358,0.6494318001080222,0.11443339218329747,0.2924322831384118,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10305059841163144,0.5482868681265067,0.5196130578619763
117,0.12543290371771054,0.04434988949753288,0.2521997232609817,0.04320186156295077,0.9179942827372827,0.06678400028089074,0.19855907286116115,0.27,0.7949999999999999,22.71889386460516,0.1431326872863829,0.6492943051431738,0.11822116796927001,0.28204942921877935,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.10366555373922953,0.5468799428909195,0.5249537977740819
118,0.11353289965997322,0.04582745020177144,0.24511427995936125,0.028002726087828243,0.9184043765200984,0.07551227666274143,0.19618666789644035,0.27,0.7949999999999999,22.73886928074833,0.1405154730744254,0.651676585939073,0.1228405479842832,0.2694739740284809,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.09393039885760791,0.5474960506673323,0.5239714776286999
119,0.10532906987373582,0.04923069815120648,0.22458993987541692,0.02083479917917258,0.8990805088889499,0.06581907229302371,0.1994818703204579,0.27,0.7949999999999999,22.744674194099805,0.13056023665984356,0.6464056678261128,0.1389915569227133,0.27646417469715145,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.08452430183213937,0.541468550532328,0.5224655370121917
120,0.10919288275430551,0.051739048572120354,0.2334925533234596,0.012697320074695217,0.921787204635396,0.06697015542863789,0.20659269461655055,0.27,0.7949999999999999,22.72382310205772,0.15016114411275822,0.6393100413000727,0.1447677373942863,0.27646982541754067,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.08640248145022965,0.5498847911986104,0.5247673439680736
121,0.11394967313192536,0.04000241409944143,0.23287590776962747,0.008370741334139018,0.9138338417607713,0.08135832777329507,0.20469750383425891,0.27,0.7949999999999999,22.74777321485174,0.154950357450951,0.646999302568951,0.13506048990632824,0.27630822872070127,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.08745812693308522,0.5434975801487545,0.5226068539301053
122,0.12261348871009799,0.03539926832647555,0.23540360208218256,0.01852260575105968,0.926330063468676,0.07025210010938487,0.20034610134851386,0.27,0.7949999999999999,22.778479852381494,0.1391125673306929,0.6548598175189869,0.12026339415873374,0.2943192338560755,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.09170404441636199,0.5478800632372457,0.5210996414730127
123,0.12189834766471201,0.03886590517002097,0.2326172544524016,0.026113469098711622,0.929159143681036,0.07849150915922812,0.2044002131936331,0.27,0.7949999999999999,22.791483574152874,0.1560248549596486,0.6580396733388735,0.13128165988152982,0.28447319798757204,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.0895009361734037,0.5462713190314071,0.5209907172659493
124,0.11863610866034519,0.04065551706547952,0.22176904557020014,0.03043633976831428,0.9248312392285104,0.08506593034826102,0.1994552118023796,0.27,0.7949999999999999,22.76526458324667,0.1392431234431903,0.6593787837406119,0.12815290467552554,0.287487382738913,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.08518483260904902,0.5409421285024875,0.5212536023153904
125,0.11596989193508755,0.04433182241977588,0.21468943600944126,0.012103324391107877,0.9296680155987883,0.07065752571455608,0.20330907292696437,0.27,0.7949999999999999,22.769706815015166,0.14276998159379656,0.6569276774501667,0.13195540904546937,0.2957058097334464,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.07854476553189095,0.5464067149572692,0.5206595326873529
126,0.12781721546390984,0.05396844061301731,0.22449357589139213,0.021327327900014688,0.9262577690325717,0.07499837149894793,0.19501000731898493,0.27,0.7949999999999999,22.747588352552448,0.1415608884178599,0.6567415381836244,0.11388695825117867,0.2755395251567062,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.08796657180313089,0.5436299181176527,0.5253017043584373
127,0.12873160925703842,0.04948356607411011,0.2281579597784713,0.017922617709653796,0.9042209064227263,0.07314580247073309,0.1928802465921644,0.27,0.7949999999999999,22.788545899107277,0.13144076876355212,0.6665859530573592,0.11173109664162961,0.28595736225022483,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.09001814967971614,0.5392248696085303,0.5226628672638771
128,0.1370735498018693,0.0447108666995948,0.22334431926958193,0.03232724282793316,0.9111065661603569,0.07138488769957195,0.19200009923020814,0.27,0.7949999999999999,22.761097396739306,0.1376162216255216,0.6635850464268003,0.10711811255703435,0.27785113077421536,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.09121368526276848,0.5381078646237382,0.5203237412552695
129,0.12565924753045238,0.04487858052567676,0.23226368664864566,0.02140190953061828,0.9414308409477873,0.05455258133370587,0.189639024862871,0.27,0.7949999999999999,22.753943347552934,0.12990476230781647,0.6675016426100981,0.11202358823111891,0.2753221828976819,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.0890805891405185,0.5554065546171545,0.5210899626686092
130,0.10946619556158926,0.05953196086198078,0.2399149541285518,0.022746931413486188,0.916620092404159,0.07087031234138569,0.18603160049759931,0.27,0.7949999999999999,22.7752869589161,0.12524239433331,0.6738257240362633,0.12038559525025293,0.2592075294522105,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.08884196823167731,0.5488457478567151,0.5257788886440236
131,0.12361919176125158,0.06377270145534909,0.2340927694711791,0.025999908976282748,0.9260453810359695,0.09179242904381489,0.18748177302591337,0.27,0.7949999999999999,22.744730871882542,0.1394144853573851,0.6950982978364325,0.12670924339625123,0.2663658615832944,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.08666199918029077,0.5441764366914489,0.5257474074832424
132,0.1197037663798309,0.0588177936228926,0.237032452136136,0.03687876706308406,0.9202928317835067,0.06498338029044433,0.18934103303171787,0.27,0.7949999999999999,22.753337933425406,0.11724422844777024,0.7010198559619161,0.14309857473936372,0.2921540916467058,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.092104945068581,0.5477887820192753,0.5248449379056639
133,0.1183446658276044,0.04090022099631286,0.24046390855747055,0.026839858505629213,0.9086607342324337,0.07435587256636014,0.19402488717689612,0.27,0.7949999999999999,22.746634315814642,0.12685603360877326,0.6965020774838134,0.1497799126615345,0.29294605606201174,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.09229150495019767,0.5441636636240766,0.5201846637609845
134,0.13146356502552747,0.0404274860051482,0.23963096283561314,0.031497627014009245,0.9243270962774076,0.07062018202499248,0.18883338615038173,0.27,0.7949999999999999,22.719616734156688,0.10893478167030538,0.7042683040843862,0.15698346564928622,0.29231682786041674,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.09566715650249459,0.5465354920997402,0.5208963195204851
135,0.12481225532292456,0.0496374992071312,0.2423759366674818,0.021686909069050155,0.9223832708911142,0.07342403838930014,0.18253251464651388,0.27,0.7949999999999999,22.721999638125364,0.08985141918040354,0.7159437257603953,0.15874204339082074,0.29437501329067006,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.09254592008675774,0.5484582425659094,0.5228955206589639
136,0.12494312428303012,0.0395691245399657,0.24659460717135,0.00966720660633571,0.9097778696209187,0.07938740634511329,0.18421795474694722,0.27,0.7949999999999999,22.688461115015656,0.10052013256124095,0.7328861403030874,0.1612628995722112,0.30682250120019117,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.09190440290269351,0.5461587216036564,0.5190367010084276
137,0.12285395263185629,0.05564518981988842,0.2491421291226315,0.010625388602824344,0.908086134382491,0.08477461796275353,0.1851300501203905,0.27,0.7949999999999999,22.678162038891937,0.11180358288649252,0.7503484307018718,0.17354971299478042,0.3033553112978837,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.09252107505835157,0.5451366209399904,0.5244513608076192
138,0.11512172477467722,0.0571096264971418,0.23808832551371634,0.011890083265313262,0.9180739894268325,0.08470590067094017,0.1871294296520322,0.27,0.7949999999999999,22.660082221994426,0.11938567452091804,0.7360512086433452,0.16858379706034404,0.2961252722675023,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.08543378451199993,0.5468216545462061,0.5239677305245923
139,0.1262506233342079,0.04233135385101986,0.23681372693475566,0.002048558733092202,0.9175670687052754,0.07501328188944388,0.19220673832172752,0.27,0.7949999999999999,22.67840733374325,0.1252823156984641,0.7312152851201729,0.17554652165903867,0.30073891874415715,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.08762417905047164,0.547455266163061,0.5198066647791879
140,0.1331779722124737,0.043016384361528805,0.24354112727102628,0.015124100240217818,0.9227724033880434,0.09377191971377634,0.19363340318548905,0.27,0.7949999999999999,22.689517189372626,0.13641722325227704,0.7338522931235145,0.16543527411632225,0.3057297517991863,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.09273310072218191,0.5438090960250257,0.5217003756999067
141,0.12741734406317082,0.05138053614174937,0.24352395060579546,0.03169698575292654,0.916857818639122,0.08248092115909433,0.19551161544669732,0.27,0.7949999999999999,22.690412431376338,0.14090527725077642,0.745283167006251,0.16457332492436866,0.32172523500646877,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.09577771940572109,0.5433535352914571,0.5244932365402021
142,0.12359207594764085,0.038764107473578384,0.24886580427127547,0.024939400653969452,0.9407909951685003,0.08004327106945833,0.19535464657716342,0.27,0.7949999999999999,22.619846644784577,0.14519999737342654,0.7520576674799804,0.17157976803494324,0.3215145541954206,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.09420311813909857,0.5531673776287204,0.5216181357585405
143,0.11682164081003556,0.04948252548949323,0.24397335247668178,0.004695498024953844,0.9123464724683648,0.06986264174841922,0.18606513805246078,0.27,0.7949999999999999,22.612157321794307,0.13046775093314625,0.7763349805150582,0.17717031421702578,0.31284190223690156,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.09132003740638271,0.5487332951122967,0.5243130222099488
144,0.11443068772915709,0.055366790502905966,0.24026854036812886,0.009553001448691494,0.9398333978246806,0.078106767833022,0.19086302953952572,0.27,0.7949999999999999,22.607671524771778,0.13299152601118572,0.7672919902034129,0.18125524312593186,0.32094122884359694,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.08449128829631308,0.5553680762223101,0.5238499187981769
145,0.10938795463579379,0.0398185097825798,0.2372875064458816,0.010895242218289367,0.9402849891578197,0.07824915364131907,0.189691426529467,0.27,0.7949999999999999,22.60488128539086,0.12341500287238244,0.7798041714119348,0.18515978839350217,0.3359056496035893,0.3,0.3,0.0,0.25,0.1,0.7,0.5,0.5,0.85,0.7,0.08308618320414496,0.5549945039401625,0.5198469094872673
